Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
129,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1670,1600,25-Nov-11
130,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,24-Nov-11
131,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,23-Nov-11
132,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,22-Nov-11
133,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,21-Nov-11
134,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,20-Nov-11
135,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,18-Nov-11
136,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1590,17-Nov-11
137,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1590,16-Nov-11
138,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1700,1610,15-Nov-11
139,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1700,1610,14-Nov-11
140,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1590,13-Nov-11
141,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1610,11-Nov-11
142,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,10-Nov-11
143,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,09-Nov-11
144,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1590,08-Nov-11
145,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,07-Nov-11
146,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1610,05-Nov-11
147,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1610,03-Nov-11
148,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,02-Nov-11
149,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1700,1600,01-Nov-11
150,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1710,1600,31-Oct-11
151,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1700,1600,30-Oct-11
152,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1780,1700,29-Oct-11
153,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1780,1690,28-Oct-11
154,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1780,1700,27-Oct-11
155,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1780,1770,22-Oct-11
156,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1780,1780,21-Oct-11
157,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1780,1730,18-Oct-11
158,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2200,12-Dec-10
159,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2200,09-Dec-10
160,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2100,08-Dec-10
161,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2150,06-Dec-10
162,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2350,2200,05-Dec-10
163,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2200,02-Dec-10
164,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2450,2200,01-Dec-10
165,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2250,30-Nov-10
166,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2250,29-Nov-10
167,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2550,2200,28-Nov-10
168,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,27-Nov-10
169,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,26-Nov-10
170,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2550,2200,25-Nov-10
171,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,24-Nov-10
172,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2250,23-Nov-10
173,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2550,2200,22-Nov-10
174,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,20-Nov-10
175,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,19-Nov-10
176,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,18-Nov-10
177,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2500,2200,17-Nov-10
178,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1900,2400,2200,16-Nov-10
179,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2350,15-Nov-10
180,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2250,14-Nov-10
181,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2300,13-Nov-10
182,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2200,11-Nov-10
183,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2250,10-Nov-10
184,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2250,09-Nov-10
185,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,2000,2500,2250,08-Nov-10
186,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,07-Nov-10
187,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,06-Nov-10
188,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,04-Nov-10
189,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,03-Nov-10
190,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,02-Nov-10
191,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,01-Nov-10
192,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,30-Oct-10
193,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,29-Oct-10
194,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,28-Oct-10
195,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,1950,27-Oct-10
196,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,25-Oct-10
197,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,23-Oct-10
198,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,22-Oct-10
199,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2250,2000,21-Oct-10
200,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,2050,1900,20-Oct-10
201,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3600,2500,23-Dec-09
202,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3600,2500,22-Dec-09
203,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3000,2300,07-Dec-09
204,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3000,2300,04-Dec-09
205,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3000,2300,03-Dec-09
206,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3000,2300,02-Dec-09
207,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1800,3000,2300,01-Dec-09
208,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2300,2000,27-Nov-09
209,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2300,2000,26-Nov-09
210,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2450,2100,25-Nov-09
211,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2450,2100,24-Nov-09
212,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2150,1900,23-Nov-09
213,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2190,1800,20-Nov-09
214,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2240,1800,19-Nov-09
215,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1650,2110,1760,18-Nov-09
216,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2140,1760,17-Nov-09
217,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,2050,1800,16-Nov-09
218,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1920,1750,13-Nov-09
219,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1450,1930,1650,12-Nov-09
220,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1450,1920,1650,11-Nov-09
221,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1450,1890,1660,10-Nov-09
222,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1450,1910,1650,09-Nov-09
223,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1450,1870,1650,08-Nov-09
224,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1450,1920,1650,07-Nov-09
225,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1400,1910,1600,06-Nov-09
226,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1400,1900,1700,05-Nov-09
227,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1400,1700,1500,30-Oct-09
228,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1400,1700,1599,29-Oct-09
229,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1400,1700,1500,28-Oct-09
230,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1600,1875,1700,27-Oct-09
231,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1600,2200,1800,06-Dec-08
232,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1500,2200,1800,05-Dec-08
233,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1900,2600,2300,04-Dec-08
234,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1900,2600,2300,03-Dec-08
235,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1800,2600,2400,02-Dec-08
236,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1800,2600,2300,01-Dec-08
237,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1990,2600,2400,29-Nov-08
238,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,1900,2700,2400,28-Nov-08
239,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2000,2700,2400,27-Nov-08
240,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2000,2600,2400,26-Nov-08
241,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2000,2700,2400,25-Nov-08
242,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2700,2400,24-Nov-08
243,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2500,22-Nov-08
244,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2500,21-Nov-08
245,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2500,20-Nov-08
246,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2500,19-Nov-08
247,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2500,18-Nov-08
248,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2500,17-Nov-08
249,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2700,2500,15-Nov-08
250,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2700,2500,14-Nov-08
251,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2100,2800,2600,13-Nov-08
252,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2300,2700,2500,12-Nov-08
253,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2300,2800,2550,11-Nov-08
254,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2300,2700,2550,10-Nov-08
255,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2200,2800,2550,08-Nov-08
256,Tarntaran,Bhikhiwind,Rice,Sharbati (Paddy),FAQ,2300,2800,2550,07-Nov-08
